# file | total runes in file | interrupt | indices
p8-14|1729|4|18,44,61,73,77,84,91,119,180,242,311,329,368,391,431,462,516,609,615,623,724,733,764,769,801,815,822,893,906,976,1009,1031,1039,1061,1089,1129,1210,1235,1281,1301,1358,1470,1481,1494,1499,1530,1629,1647,1698,1708
p8-14|1729|5|7,21,136,139,153,178,200,323,338,345,361,381,423,448,523,628,636,658,727,749,751,765,788,814,824,864,868,874,882,890,899,908,915,934,939,1008,1020,1050,1059,1062,1068,1086,1104,1116,1201,1207,1248,1271,1312,1325,1415,1467,1517,1522,1538,1552,1600,1623,1652,1656,1674,1707,1709
p8-14|1729|6|25,101,134,144,186,258,290,308,358,364,410,421,430,470,471,482,500,506,531,557,568,593,598,605,638,692,810,935,987,1047,1074,1080,1106,1114,1142,1144,1209,1222,1226,1243,1247,1287,1317,1320,1324,1336,1375,1423,1432,1469,1515,1532,1563,1599,1602,1645,1655,1676
p8-14|1729|7|46,86,157,218,256,263,352,384,438,440,458,472,513,518,548,580,601,625,642,700,744,790,805,832,917,925,943,967,1011,1037,1049,1063,1072,1085,1135,1172,1189,1214,1261,1295,1302,1315,1332,1335,1387,1391,1401,1424,1428,1511,1550,1579,1627,1659,1678
p8-14|1729|8|71,96,129,172,176,201,240,292,303,306,330,336,428,498,512,591,600,644,672,701,707,718,728,738,837,855,920,971,1005,1029,1051,1069,1093,1097,1164,1170,1274,1277,1288,1291,1338,1427,1449,1451,1524,1549,1608,1614,1661,1697,1713,1728
p8-14|1729|9|13,38,88,102,106,107,140,150,166,221,227,233,237,244,253,267,349,409,439,447,457,460,494,542,547,571,578,602,652,662,671,731,740,760,781,792,796,806,811,834,842,889,894,921,981,1034,1102,1131,1154,1187,1198,1202,1205,1241,1279,1290,1305,1310,1333,1341,1388,1394,1444,1598,1609,1618,1632,1660,1688
p8-14|1729|10|1,30,125,156,190,250,274,353,360,371,413,415,442,451,511,550,554,597,626,669,677,698,704,785,797,804,861,863,898,983,995,1044,1060,1095,1132,1167,1176,1217,1225,1231,1272,1308,1327,1393,1433,1440,1502,1560,1588,1716
p8-14|1729|11|33,48,114,123,151,152,199,225,259,296,332,369,372,416,418,424,443,588,610,635,694,768,812,835,960,970,1040,1094,1118,1151,1227,1238,1298,1323,1342,1436,1473,1498,1500,1508,1580,1585,1593,1625
p8-14|1729|12|42,62,87,104,126,219,254,322,346,404,406,432,453,495,551,614,653,657,676,688,732,857,862,871,895,909,923,929,950,998,1010,1012,1027,1065,1075,1199,1219,1229,1252,1263,1300,1330,1379,1383,1462,1476,1519,1551,1589,1613,1646,1701
p8-14|1729|13|9,17,63,66,85,137,146,167,175,177,179,243,246,264,268,279,287,359,378,402,417,422,486,491,526,540,559,583,647,649,746,750,912,918,1013,1018,1036,1076,1078,1096,1101,1111,1141,1240,1253,1316,1357,1448,1503,1583,1617,1683,1686,1710,1727
p8-14|1729|14|0,2,5,16,26,57,69,80,92,118,120,138,174,275,282,288,295,340,365,370,396,524,539,541,565,579,586,599,612,674,705,706,734,737,743,754,762,818,823,836,839,877,897,902,910,945,1001,1024,1056,1099,1109,1128,1150,1184,1188,1197,1232,1236,1273,1304,1360,1367,1371,1419,1455,1492,1514,1534,1537,1558,1624,1653,1668,1670,1677,1681,1684,1694
p8-14|1729|15|36,52,56,95,99,143,208,222,248,286,298,304,314,339,403,463,474,477,479,492,528,536,564,572,603,634,684,712,726,759,773,787,819,958,988,1007,1014,1107,1122,1136,1186,1280,1313,1381,1452,1474,1545,1564,1572,1575,1582,1584,1619,1628,1637,1648,1658,1664,1693,1717,1723
p8-14|1729|16|14,31,47,148,164,170,202,232,302,312,334,394,469,504,527,630,648,656,691,703,779,844,860,924,933,951,964,969,991,1002,1046,1066,1092,1143,1168,1173,1182,1190,1192,1237,1244,1249,1257,1260,1262,1268,1303,1340,1345,1355,1365,1435,1438,1465,1523,1546,1548,1574,1592,1650,1712
p8-14|1729|17|11,59,135,160,188,220,230,235,325,355,385,454,461,505,546,581,627,660,681,685,722,766,772,791,799,825,869,892,936,940,949,966,1004,1103,1127,1149,1152,1175,1180,1216,1251,1299,1326,1354,1363,1416,1483,1497,1531,1536,1557,1590,1657,1675,1702
p8-14|1729|18|55,76,110,147,163,184,206,271,374,382,399,426,497,530,535,561,567,576,633,695,716,745,747,789,803,830,843,867,926,948,984,1021,1052,1055,1087,1153,1178,1193,1196,1286,1296,1307,1364,1372,1392,1430,1439,1486,1496,1501,1505,1528,1587,1638,1662,1696
p8-14|1729|19|3,6,23,41,124,131,145,195,215,228,261,270,277,344,356,389,398,411,437,445,449,481,575,577,585,596,604,611,663,719,742,756,808,840,850,913,961,1032,1084,1158,1161,1166,1223,1328,1352,1369,1384,1406,1437,1466,1489,1520,1529,1535,1547,1603,1667
p8-14|1729|20|27,37,79,81,83,98,127,149,158,182,204,209,223,229,309,326,363,425,429,455,534,552,608,632,693,714,725,778,793,813,833,841,859,875,878,880,974,1016,1035,1123,1125,1134,1181,1246,1278,1284,1329,1377,1400,1408,1412,1414,1478,1484,1490,1525,1562,1571,1596,1601,1634,1720,1722
p8-14|1729|21|24,29,35,64,74,93,154,165,173,198,224,260,327,347,357,377,395,485,490,508,538,643,665,673,713,715,757,771,794,816,845,853,904,931,999,1028,1042,1088,1100,1179,1218,1233,1242,1269,1318,1344,1347,1362,1407,1411,1418,1527,1539,1641,1663,1669,1679,1705
p8-14|1729|22|58,72,122,141,142,185,194,216,226,231,241,273,291,297,315,320,387,407,433,464,493,543,545,558,574,584,617,621,637,655,666,680,721,758,761,774,780,783,821,886,900,911,932,954,978,982,1033,1073,1108,1146,1169,1185,1200,1220,1314,1319,1386,1425,1479,1495,1591,1607,1610,1639,1687,1703,1721
p8-14|1729|23|39,45,111,234,247,272,283,285,331,337,342,397,405,456,483,520,544,553,566,573,590,631,639,687,708,752,901,914,955,1000,1023,1038,1043,1091,1155,1239,1289,1460,1472,1510,1521,1533,1542,1554,1566,1577,1581,1597,1620,1673,1682
p8-14|1729|24|70,90,112,117,162,187,214,262,265,376,467,473,488,496,521,562,661,670,729,753,777,784,820,829,831,847,854,884,938,941,965,975,1017,1041,1054,1057,1083,1105,1112,1139,1160,1163,1208,1234,1294,1339,1398,1409,1422,1426,1434,1450,1456,1487,1493,1504,1553,1576,1586,1616,1695,1704,1724,1726
p8-14|1729|25|43,53,105,109,191,205,212,257,310,335,348,380,390,408,414,446,517,587,645,696,699,702,711,770,782,826,870,887,928,944,947,973,977,1177,1259,1265,1266,1283,1285,1334,1374,1382,1396,1457,1464,1482,1543,1578,1621,1631,1636,1715
p8-14|1729|26|19,50,54,78,94,100,133,197,252,255,300,305,319,324,333,366,367,375,412,434,436,489,507,510,556,595,607,613,618,651,697,736,817,851,968,1030,1081,1124,1130,1171,1215,1221,1255,1276,1343,1351,1368,1376,1420,1441,1459,1513,1541,1573,1611,1615,1635,1640,1644,1699,1714
p8-14|1729|27|12,82,115,121,239,269,276,289,321,350,354,379,400,420,427,466,468,475,514,519,533,560,592,640,678,730,739,776,786,800,856,858,907,919,959,985,993,997,1071,1117,1145,1148,1165,1195,1258,1264,1282,1311,1346,1385,1402,1421,1442,1454,1468,1475,1518,1559,1561,1612,1633,1642,1651,1666,1685,1689,1691,1706
p8-14|1729|28|15,22,60,89,128,132,159,168,251,307,328,351,362,383,435,450,484,515,537,570,582,606,629,667,710,775,798,883,903,937,963,992,994,1026,1064,1090,1110,1119,1133,1140,1147,1157,1183,1191,1212,1270,1292,1306,1331,1397,1399,1431,1453,1461,1506,1544,1555,1570,1604,1622,1649,1654,1672,1700
p15-22|1903|0|0,18,27,66,86,96,149,214,241,260,267,321,372,377,399,401,406,468,477,482,484,524,613,647,654,656,674,690,698,746,784,804,810,813,886,896,912,929,937,963,966,1023,1077,1113,1115,1128,1164,1192,1194,1218,1221,1263,1269,1271,1322,1346,1406,1408,1540,1583,1592,1604,1659,1722,1758,1762,1785,1823,1827,1891,1896,1900
p15-22|1903|1|1,10,14,21,23,29,49,57,83,89,95,119,124,187,235,295,315,343,367,378,387,464,513,588,595,597,633,676,742,776,788,840,843,848,903,917,928,946,967,988,1012,1035,1206,1232,1265,1294,1306,1395,1399,1422,1444,1459,1468,1492,1523,1625,1638,1670,1705,1745,1791,1811,1835,1862
p15-22|1903|2|43,55,69,97,111,123,147,178,191,197,286,291,297,337,422,427,430,503,549,561,564,629,634,640,646,653,670,688,691,739,745,773,790,802,807,1015,1097,1148,1169,1180,1223,1242,1253,1267,1304,1340,1343,1416,1448,1451,1484,1490,1513,1515,1571,1584,1586,1613,1632,1656,1713,1737,1761,1763,1780,1782,1786,1802,1806,1819,1822,1831,1864,1890,1895
p15-22|1903|3|56,68,107,131,156,164,172,218,255,272,290,352,371,374,392,413,512,515,551,559,565,616,668,709,726,734,749,767,798,823,829,838,864,953,960,964,976,977,991,1007,1024,1033,1037,1055,1072,1080,1084,1196,1215,1293,1353,1380,1405,1470,1505,1530,1534,1547,1550,1573,1591,1607,1634,1637,1662,1667,1680,1717,1720,1729,1771,1779,1809,1858,1881
p15-22|1903|4|60,79,93,146,192,202,211,225,233,254,368,389,446,458,469,485,487,494,548,560,568,594,620,630,659,705,719,732,757,841,860,882,919,939,975,992,1036,1054,1093,1096,1111,1122,1160,1244,1272,1286,1296,1354,1384,1415,1425,1428,1462,1464,1541,1622,1629,1646,1701,1797,1805,1816,1840,1847
p15-22|1903|5|13,48,65,110,169,174,177,183,189,264,293,303,341,345,354,357,388,439,506,529,546,605,607,644,672,713,738,747,765,797,809,853,895,924,930,950,957,989,1005,1011,1061,1078,1099,1106,1202,1261,1295,1319,1357,1374,1402,1420,1446,1467,1497,1499,1503,1512,1514,1557,1605,1652,1673,1683,1685,1778,1787,1794,1820,1867
p15-22|1903|6|30,50,67,103,181,238,243,248,249,258,263,284,288,405,410,414,425,480,508,555,583,587,615,658,665,694,706,720,725,783,799,836,958,1043,1090,1098,1102,1108,1125,1132,1154,1176,1234,1277,1312,1325,1355,1360,1366,1376,1414,1423,1455,1504,1510,1539,1551,1575,1665,1690,1724,1734,1739,1749,1759,1775,1777,1804,1868,1879,1886
p15-22|1903|7|76,184,200,247,373,418,443,498,523,580,590,678,708,733,842,865,884,920,971,1030,1074,1085,1094,1100,1109,1110,1147,1166,1184,1273,1335,1442,1450,1481,1564,1567,1621,1627,1674,1697,1725,1736,1742,1747,1814,1817,1842,1844,1860,1883
p15-22|1903|8|44,73,78,102,104,116,141,224,237,242,311,486,490,584,592,635,641,651,667,722,728,748,778,811,869,1018,1022,1032,1053,1068,1069,1133,1203,1205,1220,1252,1283,1291,1297,1401,1431,1522,1524,1581,1617,1672,1712,1744,1795,1800,1825,1850
p15-22|1903|9|12,16,46,51,54,151,176,253,278,300,348,417,437,440,456,481,504,520,526,528,567,569,598,638,692,752,816,830,868,883,889,959,962,969,1002,1101,1144,1152,1185,1193,1199,1279,1508,1525,1602,1606,1653,1661,1709,1733,1753,1801,1848,1853,1859,1893,1901
p15-22|1903|10|20,22,58,62,71,91,145,182,203,206,227,328,358,376,393,403,451,459,483,518,536,543,558,571,573,619,632,639,673,677,682,711,714,740,743,750,753,803,887,965,984,996,1001,1008,1112,1146,1156,1190,1235,1307,1310,1313,1365,1388,1393,1409,1411,1426,1439,1476,1506,1531,1552,1559,1563,1624,1710,1726,1728,1730,1764,1774,1852
p15-22|1903|11|26,143,217,230,273,275,287,292,296,298,306,322,364,395,467,505,531,542,557,591,596,602,662,684,701,716,820,831,846,932,940,978,983,986,995,1009,1034,1044,1046,1059,1092,1107,1118,1121,1142,1224,1226,1231,1303,1305,1309,1367,1389,1404,1407,1445,1466,1475,1566,1574,1608,1612,1636,1657,1658,1693,1721,1756,1776,1783,1788,1793,1796,1798,1813,1863
p15-22|1903|12|32,64,117,335,379,385,400,431,452,463,488,493,563,582,617,626,693,702,741,763,782,819,847,852,891,900,922,973,981,1014,1017,1057,1081,1229,1236,1259,1285,1290,1308,1315,1321,1358,1398,1421,1441,1507,1529,1598,1678,1870,1875,1897
p15-22|1903|13|33,52,72,77,99,112,158,232,246,271,274,304,333,360,382,409,420,423,428,475,491,509,517,553,599,604,660,735,760,771,824,871,875,918,926,935,952,974,997,1058,1062,1065,1137,1172,1189,1214,1230,1237,1240,1345,1372,1379,1432,1438,1518,1521,1532,1548,1561,1589,1593,1601,1616,1631,1633,1639,1696,1698,1700,1760,1765,1885
p15-22|1903|14|31,34,39,41,81,88,128,138,153,168,221,265,279,289,314,331,340,351,369,502,532,540,566,572,593,623,663,727,764,781,822,832,850,880,923,998,1006,1052,1129,1159,1186,1238,1255,1260,1329,1387,1394,1403,1471,1472,1483,1488,1493,1585,1626,1643,1664,1686,1718,1750,1792,1876,1902
p15-22|1903|15|87,114,121,193,201,234,245,283,307,309,324,339,460,510,544,600,655,707,775,815,833,866,933,968,994,1027,1070,1075,1117,1143,1162,1168,1200,1268,1328,1333,1377,1381,1386,1400,1419,1435,1449,1487,1496,1565,1576,1588,1595,1609,1618,1628,1719,1768,1838,1892
p15-22|1903|16|17,61,82,120,130,163,171,196,210,301,317,323,381,396,445,457,476,479,492,500,516,522,541,614,643,661,671,755,780,800,876,897,899,916,927,955,1039,1048,1114,1123,1134,1138,1197,1222,1316,1336,1359,1378,1382,1413,1526,1544,1645,1648,1694,1703,1723,1815,1833,1880
p15-22|1903|17|15,63,75,85,101,140,155,188,198,205,226,269,302,342,346,359,383,411,432,435,489,497,530,539,608,697,710,772,796,805,851,863,890,914,956,1050,1105,1139,1177,1182,1191,1227,1233,1250,1275,1327,1368,1418,1440,1447,1465,1520,1528,1649,1663,1751,1807,1834,1843,1845,1884,1888,1894
p15-22|1903|18|53,159,166,282,319,332,353,363,391,398,441,462,478,511,547,581,585,622,717,769,806,821,837,867,893,907,944,947,999,1049,1201,1204,1209,1288,1311,1351,1437,1479,1482,1498,1545,1556,1572,1596,1640,1654,1704,1738,1781,1790,1810,1837,1857,1882
p15-22|1903|19|3,90,154,179,250,276,310,316,325,384,438,471,501,525,579,586,621,625,636,718,770,856,858,862,913,943,1003,1004,1086,1135,1157,1163,1210,1228,1276,1300,1323,1338,1341,1363,1370,1383,1397,1427,1429,1480,1485,1494,1516,1538,1558,1579,1582,1599,1620,1699,1735,1773,1821,1839,1846,1849,1851
p15-22|1903|20|2,9,37,106,118,127,132,134,148,209,239,268,334,347,380,402,426,449,499,642,666,696,704,724,826,855,873,879,915,936,1045,1051,1063,1104,1116,1119,1188,1225,1251,1287,1320,1326,1334,1339,1349,1352,1356,1390,1392,1424,1456,1458,1543,1549,1562,1600,1660,1668,1675,1682,1803,1832,1866,1869
p15-22|1903|21|11,19,94,98,126,129,152,199,204,216,329,350,355,365,386,407,444,447,454,465,495,514,538,574,657,687,730,751,758,774,795,854,894,902,910,938,948,990,993,1047,1073,1141,1145,1150,1158,1173,1211,1248,1270,1302,1317,1342,1391,1430,1434,1473,1577,1655,1687,1689,1691,1706,1731,1754,1767,1772,1836,1887,1898
p15-22|1903|22|7,24,40,100,136,185,240,251,256,259,327,344,349,356,370,416,421,424,450,527,534,611,618,624,628,664,679,686,689,744,768,787,808,817,828,839,844,881,888,892,908,921,925,961,980,985,1028,1140,1153,1167,1179,1207,1241,1256,1274,1299,1332,1362,1412,1454,1460,1478,1509,1546,1553,1568,1580,1594,1619,1647,1679,1740,1770,1818,1871
p15-22|1903|23|80,108,113,122,125,160,173,180,215,228,257,312,326,336,366,429,466,589,631,715,731,754,762,792,801,812,849,872,874,878,898,909,931,934,942,951,970,987,1000,1010,1076,1095,1124,1130,1151,1161,1170,1171,1174,1198,1217,1243,1278,1281,1330,1348,1371,1457,1463,1489,1502,1555,1630,1635,1671,1677,1692,1743,1769,1855
p15-22|1903|24|4,8,38,47,70,109,133,161,186,195,207,222,231,252,280,299,330,338,434,436,461,473,521,535,612,645,648,669,680,685,700,721,793,827,859,877,979,1013,1029,1041,1066,1083,1087,1120,1178,1183,1208,1216,1246,1258,1282,1314,1324,1347,1350,1364,1373,1486,1519,1570,1614,1641,1666,1669,1727,1741,1752,1766,1799,1808,1830,1841,1854,1874,1878
p15-22|1903|25|25,28,142,162,190,208,213,244,270,285,308,361,448,474,507,537,554,570,576,578,603,610,627,649,756,759,794,835,901,906,1031,1040,1056,1071,1082,1089,1091,1126,1131,1155,1165,1187,1213,1219,1254,1257,1264,1331,1433,1436,1443,1452,1477,1495,1500,1527,1533,1587,1597,1611,1642,1644,1651,1702,1707,1716,1824
p15-22|1903|26|6,35,84,135,139,194,294,320,362,375,394,404,453,519,550,552,575,601,606,650,675,681,737,791,814,834,870,941,945,1020,1038,1064,1088,1136,1239,1266,1284,1289,1344,1361,1385,1410,1511,1517,1535,1537,1560,1578,1590,1623,1714,1748,1784,1829,1877
p15-22|1903|27|42,59,74,92,105,115,137,144,212,219,223,229,236,262,281,305,390,397,408,412,415,419,433,442,455,496,533,556,577,609,637,729,736,777,779,785,786,789,845,861,905,1016,1025,1042,1103,1175,1181,1195,1247,1249,1280,1298,1318,1369,1417,1453,1461,1474,1491,1536,1542,1569,1603,1610,1676,1681,1684,1708,1746,1755,1757,1789,1812,1826,1856,1861,1889
p15-22|1903|28|5,36,45,150,157,165,167,170,175,220,261,266,277,313,318,470,472,545,562,652,683,695,699,703,712,723,761,766,818,825,857,885,904,911,949,954,972,982,1019,1021,1026,1060,1067,1079,1127,1149,1212,1245,1262,1292,1301,1337,1375,1396,1469,1501,1554,1615,1650,1688,1695,1711,1715,1732,1828,1865,1872,1873,1899
p23-26|1021|0|44,104,119,132,169,186,208,215,248,296,313,321,348,350,364,374,396,419,436,528,537,597,615,635,665,674,703,737,791,829,833,854,861,920,961,984,1014
p23-26|1021|1|0,33,39,64,82,101,122,192,196,198,245,257,262,277,279,288,307,322,334,336,383,386,410,468,509,551,555,559,564,574,575,679,715,755,776,782,823,904,911,919,929,936,944,1008
p23-26|1021|2|49,55,86,98,111,174,179,184,195,212,241,256,270,323,343,372,405,431,518,532,552,561,578,590,699,707,725,779,787,813,843,853,879,884,891,912,968
p23-26|1021|3|42,96,102,106,135,147,167,177,243,276,281,285,289,308,318,319,371,440,511,538,584,604,610,628,638,651,653,664,696,709,757,760,830,838,857,860,870,907,1003,1006
p23-26|1021|4|40,57,66,73,114,130,181,197,202,214,316,331,381,404,423,457,471,495,521,566,570,588,660,687,704,735,836,874,876,883,892,922,985,989
p23-26|1021|5|51,59,97,112,194,220,237,274,303,406,413,421,433,473,488,493,543,545,659,680,694,706,738,741,820,855,865,914,957,991
p23-26|1021|6|4,7,17,30,91,103,143,191,203,239,246,264,265,485,503,506,523,642,644,646,649,656,661,691,693,720,743,797,810,819,827,848,850,852,880,940,1016
p23-26|1021|7|2,21,27,38,65,88,99,118,134,158,204,222,227,230,232,244,266,357,362,425,434,462,466,486,524,546,549,600,626,666,994,1002,1005
p23-26|1021|8|28,35,156,190,201,210,221,250,283,335,340,379,424,441,446,456,458,483,553,701,713,726,744,771,774,778,800,863,873,958,993,999,1009
p23-26|1021|9|52,76,142,148,183,189,219,235,251,290,310,326,337,427,463,464,484,502,534,536,556,560,619,624,641,672,724,731,758,768,806,811,851,869,896,902,963,986,992
p23-26|1021|10|8,10,14,29,124,152,268,297,339,367,378,400,409,449,452,482,501,527,530,596,630,673,689,711,732,794,802,831,839,866,906,917,959,962,998
p23-26|1021|11|25,61,93,165,180,182,217,356,366,399,459,498,510,525,631,640,686,729,736,761,867,881,894,909,934,1015,1019
p23-26|1021|12|11,24,26,58,162,223,407,477,481,550,657,667,719,747,749,763,837,846,910,967,996
p23-26|1021|13|20,78,131,139,161,206,225,260,273,298,338,346,349,395,398,411,492,562,565,582,592,662,675,742,772,780,785,790,809,872,935,937,964,980
p23-26|1021|14|5,53,150,171,252,263,280,309,315,342,369,415,429,476,487,489,513,514,519,554,622,636,685,688,764,781,825,832,887,927,972,1004
p23-26|1021|15|18,41,62,68,70,81,90,249,269,300,312,329,330,354,376,401,445,453,460,479,491,526,563,585,594,598,611,620,643,695,705,739,745,788,814,816,817,841,900,954,960,997,1001
p23-26|1021|16|12,67,71,116,126,188,205,284,291,306,368,412,426,437,451,454,470,522,595,609,613,632,637,684,716,753,792,812,897,899,931,952,970,975,981,983,1012,1017
p23-26|1021|17|9,13,32,79,109,138,176,242,293,295,359,380,397,403,414,444,496,508,517,608,617,633,648,710,723,730,793,815,826,845,862,882,895,901,918,925,995
p23-26|1021|18|56,69,84,95,146,157,207,216,255,314,324,341,391,394,416,469,480,500,516,535,540,544,599,612,627,650,654,677,714,728,752,824,844,858,859,888,905,915,951,953,973,979
p23-26|1021|19|22,50,100,133,144,155,159,163,228,254,278,287,317,345,420,539,576,589,602,658,681,700,746,822,856,875,877,924,928,941,943,946
p23-26|1021|20|87,92,125,149,229,240,247,299,332,370,408,467,507,558,577,580,593,618,625,629,645,676,682,692,717,718,733,798,804,842,913,916,978,1013
p23-26|1021|21|3,37,108,121,140,151,160,253,258,301,351,353,373,402,439,472,478,499,512,533,581,601,671,697,740,770,777,801,805,864,893,947,966,1007,1010,1018,1020
p23-26|1021|22|48,63,89,117,141,172,199,231,294,305,333,347,355,361,387,392,432,447,494,569,586,591,623,639,678,702,721,786,795,847,878,956,965,974,1011
p23-26|1021|23|6,47,54,77,83,136,193,200,213,267,325,344,363,567,603,655,663,669,748,769,807,840,890,926,976
p23-26|1021|24|1,60,105,113,129,178,187,209,234,236,238,275,375,382,389,417,475,504,515,542,547,573,587,614,621,634,652,766,796,808,834,868,871,885,921,933,945,950,955,982,987
p23-26|1021|25|19,75,94,127,128,154,166,173,175,218,286,302,304,320,352,385,393,430,448,455,548,568,572,606,616,683,698,712,828,903,971
p23-26|1021|26|15,34,36,72,85,120,123,170,261,282,327,360,365,384,390,418,422,474,490,497,505,541,583,670,708,722,750,762,784,789,849,898,932,939,948,969,1000
p23-26|1021|27|43,45,80,107,115,145,153,164,168,185,224,259,271,272,311,328,377,428,442,461,465,520,531,571,607,751,756,767,775,803,889,908,942,949,977
p23-26|1021|28|16,23,31,46,74,110,137,211,226,233,292,358,388,435,438,443,450,529,557,579,605,647,668,690,727,734,754,759,765,773,783,799,818,821,835,886,923,930,938,988,990
p27-32|1433|0|27,35,54,61,68,111,128,169,202,214,233,276,302,313,344,362,364,379,385,398,416,422,441,543,590,591,593,687,725,737,749,850,867,887,904,924,952,955,1032,1054,1133,1147,1159,1172,1177,1190,1233,1253,1341,1342,1354,1426
p27-32|1433|1|22,25,30,93,114,133,166,176,306,316,372,410,459,464,506,511,526,569,574,583,606,651,797,806,861,898,913,925,927,963,1034,1069,1171,1191,1200,1265,1317,1384,1390,1406,1419,1424
p27-32|1433|2|39,52,174,187,237,267,271,300,412,471,485,503,518,525,564,594,604,636,638,640,662,731,739,849,853,854,886,915,933,1003,1035,1043,1101,1123,1149,1167,1199,1225,1257,1274,1313,1334,1340,1344,1371,1375,1399
p27-32|1433|3|5,65,70,83,84,159,161,183,189,219,289,335,365,387,413,425,433,446,458,605,626,668,680,695,718,764,768,803,812,819,846,852,866,875,877,893,901,1010,1023,1053,1089,1106,1168,1175,1220,1268,1311,1343,1346,1403,1422
p27-32|1433|4|40,64,72,74,80,92,122,123,160,168,172,198,209,225,258,260,320,346,357,430,527,618,628,652,660,674,676,714,789,794,816,820,848,857,872,884,911,922,1008,1024,1065,1115,1127,1145,1163,1180,1205,1213,1219,1249,1276,1301,1338,1379,1412
p27-32|1433|5|17,43,57,85,148,210,228,229,235,264,298,323,427,477,479,561,576,596,623,645,667,683,688,729,774,827,831,896,938,973,1022,1044,1075,1080,1111,1120,1144,1197,1320
p27-32|1433|6|21,45,59,76,99,188,197,269,287,400,443,448,451,465,505,513,536,552,556,582,592,675,735,777,810,821,826,841,847,862,879,980,1037,1098,1109,1179,1228,1243,1256,1305,1370,1418,1430
p27-32|1433|7|115,136,141,154,157,240,242,246,248,286,290,299,388,417,461,492,537,566,619,635,669,707,726,750,767,838,889,899,934,942,969,1005,1027,1113,1204,1214,1230,1251,1266,1272,1282,1286,1315,1321,1324,1333,1350,1362,1372,1376,1388,1417
p27-32|1433|8|8,20,24,139,217,275,303,319,352,358,384,470,521,609,634,639,719,734,741,759,765,778,802,807,824,836,977,995,1011,1029,1062,1066,1073,1105,1107,1110,1166,1174,1221,1238,1247,1267,1284,1323,1335,1345,1386,1391
p27-32|1433|9|19,51,81,104,121,180,185,223,227,231,250,291,322,353,359,363,368,440,449,456,460,529,541,630,647,656,730,769,890,998,1021,1033,1063,1083,1094,1207,1235,1279,1364,1415,1416
p27-32|1433|10|12,33,118,120,129,131,138,211,239,263,279,285,307,314,329,371,380,392,402,406,411,486,531,538,560,563,584,589,599,602,632,663,696,699,747,754,756,825,855,943,962,990,1017,1059,1061,1077,1108,1121,1135,1148,1173,1227,1245,1303,1330
p27-32|1433|11|29,63,96,110,170,236,249,270,328,338,343,376,390,395,432,435,454,463,487,493,517,571,595,611,613,620,653,708,713,723,728,733,766,770,832,895,1081,1102,1119,1156,1182,1194,1236,1255,1278,1289,1293,1296,1396,1410,1427
p27-32|1433|12|11,71,79,171,262,310,342,356,386,391,468,500,580,603,616,617,648,689,715,740,776,788,835,858,860,894,908,912,930,948,985,1041,1042,1068,1116,1138,1169,1185,1209,1211,1250,1275,1308,1358,1392,1432
p27-32|1433|13|1,18,36,38,66,117,156,212,221,232,234,265,312,324,326,354,382,429,439,453,474,547,565,607,627,716,758,771,782,796,871,882,916,949,960,972,1055,1067,1076,1095,1099,1157,1196,1208,1224,1254,1261,1300,1318,1398
p27-32|1433|14|97,191,222,255,283,334,377,447,478,481,555,567,641,650,691,732,785,804,814,823,834,859,919,932,983,997,1001,1025,1048,1074,1079,1151,1164,1184,1212,1231,1271,1294,1298,1306,1349,1366,1373,1380,1382
p27-32|1433|15|4,16,82,107,113,165,218,273,293,297,332,367,397,401,495,545,558,573,587,610,644,673,697,701,818,837,883,961,987,1002,1026,1031,1051,1058,1085,1090,1114,1146,1160,1270,1327,1352,1378,1397,1408
p27-32|1433|16|91,102,106,119,145,153,155,177,193,230,253,261,318,330,408,502,507,509,516,585,621,659,671,856,865,876,900,903,946,971,999,1047,1086,1097,1118,1125,1139,1141,1183,1189,1304,1339,1367,1400,1425,1428
p27-32|1433|17|26,31,44,49,58,67,69,135,149,151,192,203,238,277,288,296,308,350,396,405,419,445,476,484,523,539,546,586,608,615,666,703,744,751,787,813,921,923,929,931,984,1019,1045,1104,1130,1132,1134,1136,1162,1198,1203,1215,1259,1262,1269,1325,1336,1357,1377,1385,1405,1409,1431
p27-32|1433|18|10,32,62,77,87,89,90,162,175,194,257,294,321,341,381,399,437,568,614,654,685,690,694,709,738,743,755,761,773,775,783,790,800,842,885,902,937,988,1013,1030,1038,1056,1128,1142,1186,1195,1206,1218,1242,1264,1277,1285,1329,1348,1414
p27-32|1433|19|0,13,41,47,53,125,127,137,196,199,215,295,331,339,345,366,404,415,438,462,467,496,600,631,658,672,704,705,748,752,772,779,784,881,978,1006,1012,1018,1078,1091,1103,1117,1158,1226,1241,1310,1326,1347,1369,1404
p27-32|1433|20|3,9,14,15,42,78,112,143,164,247,278,281,373,428,488,508,534,544,557,579,581,655,677,679,692,712,717,736,745,868,891,897,906,926,953,959,966,981,991,1060,1072,1087,1092,1112,1126,1229,1239,1295,1312,1353,1360,1420
p27-32|1433|21|100,103,108,124,178,201,216,243,266,311,360,407,414,424,434,473,490,501,512,524,532,572,575,633,664,711,742,760,839,870,892,935,944,954,968,975,1046,1064,1192,1201,1260,1281,1292,1307,1322,1356,1389,1393,1402
